,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
9808,Sigma Corporatio...,3.7,(42 Reviews),Private,New Delhi + 5 more,58 years old,201-500 Employees (India)
9809,Atomberg Technol...,4.5,(42 Reviews),Private,"Mumbai,Maharashtra + 2 more",10 years old,201-500 Employees (India)
9810,Chopra Industrie...,3.1,(42 Reviews),Private,Ludhiana + 10 more,501-1k Employees (Global),
9811,Nabard Consultan...,4.1,(42 Reviews),Private,New Delhi + 13 more,19 years old,51-200 Employees (Global)
9812,Santa Monica Stu...,3.3,(42 Reviews),"Ernakulam,Kerala + 10 more",20 years old,201-500 Employees (Global),
9813,Burda Druck,3.7,(42 Reviews),Private,Offenburg + 3 more,14 years old,51-200 Employees (India)
9814,Jain Amar Clothi...,3.2,(42 Reviews),Gurgaon + 6 more,83 years old,201-500 Employees (India),
9815,Tagore Public Sc...,3.9,(42 Reviews),Private,Prayagraj + 14 more,34 years old,51-200 Employees (Global)
9816,Marcura India,3.3,(42 Reviews),Dubai + 3 more,17 years old,501-1k Employees (Global),
9817,Avaada Energy,4.4,(42 Reviews),Private,"Mumbai,Maharashtra + 3 more",13 years old,1-10 Employees (India)
9818,Ib Automation En...,2.7,(42 Reviews),Private,Pune + 2 more,22 years old,
9819,Sms Integrated F...,4.2,(42 Reviews),"Mumbai,Maharashtra + 12 more",54 years old,51-200 Employees (India),
9820,The Acetech Mach...,3.8,(42 Reviews),Private,"Coimbatore,Tamil Nadu + 1 more",16 years old,51-200 Employees (India)
9821,Nims Hospital,3.9,(42 Reviews),Private,Thiruvananthapuram + 6 more,17 years old,1k-5k Employees (Global)
9822,Prosper Overseas,4.5,(42 Reviews),"Hyderabad/Secunderabad,Telangana + 1 more",18 years old,,
9823,D&H Sécheron Ele...,4.3,(42 Reviews),Mumbai + 9 more,56 years old,201-500 Employees (India),
9824,Aryson Technolog...,4.6,(42 Reviews),"San Jose,California",8 years old,,
9825,Swissôtel,4.2,(42 Reviews),Zurich,42 years old,1k-5k Employees (India),
9826,Nyk Auto Logisti...,3.7,(42 Reviews),Mumbai + 10 more,,,
9827,Magicmind Techno...,3.3,(42 Reviews),"Kolkata,West Bengal",6 years old,11-50 Employees (India),
9828,Tci Freight,4.2,(42 Reviews),Public,Gurgaon + 21 more,64 years old,201-500 Employees (India)
9829,Reventics,4.2,(42 Reviews),Private,"Denver,CO",6 years old,51-200 Employees (Global)
9830,Njs Engineers In...,4.4,(42 Reviews),Private,Pune + 11 more,15 years old,51-200 Employees (India)
9831,Shuttl,3.6,(42 Reviews),Private,Gurgaon + 6 more,7 years old,201-500 Employees (India)
9832,Srg Earth Resour...,3.8,(42 Reviews),Private,Kolkata + 4 more,18 years old,51-200 Employees (India)
9833,Apex Logistics,4.0,(42 Reviews),Los Angeles + 17 more,26 years old,1k-5k Employees (Global),
9834,Gmax Auto,4.3,(42 Reviews),Private,Plot No GP-9 HSIDC Industrial AreaSector-18  Gurgaon + 2 more,11 years old,1k-5k Employees (Global)
9835,Olayan Descon,3.8,(42 Reviews),Private,Al Jubail + 3 more,41 years old,1k-5k Employees (Global)
9836,Globsyn-3rdLife,2.7,(42 Reviews),51-200 Employees (Global),,,
9837,iNeuron.ai,4.4,(42 Reviews),Bengaluru/Bangalore + 1 more,,,
9838,Intertrust Group,3.8,(42 Reviews),Bengaluru/Bangalore + 3 more,201-500 Employees (India),,
9839,Tarz Distributio...,4.1,(42 Reviews),Private,"Mumbai,Maharashtra + 11 more",15 years old,501-1k Employees (India)
9840,Panexcell Clinic...,3.7,(42 Reviews),Private,Navi Mumbai + 1 more,24 years old,11-50 Employees (India)
9841,Nyk Auto Logisti...,3.7,(42 Reviews),Mumbai + 10 more,,,
9842,Magicmind Techno...,3.3,(42 Reviews),"Kolkata,West Bengal",6 years old,11-50 Employees (India),
9843,Tci Freight,4.2,(42 Reviews),Public,Gurgaon + 21 more,64 years old,201-500 Employees (India)
9844,Kajima India,3.5,(42 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",11 years old,51-200 Employees (India)
9845,Clean Science An...,3.6,(42 Reviews),Private,Pune + 1 more,16 years old,501-1k Employees (India)
9846,Ssnr Projects.pv...,3.6,(42 Reviews),"Visakhapatnam/Vizag,Andhra Pradesh + 5 more",10 years old,51-200 Employees (India),
9847,Centurion Softwa...,4.6,(42 Reviews),Bengaluru/Bangalore + 2 more,,,
9848,Jaina India,3.7,(42 Reviews),"Delhi/NCR,Delhi + 3 more",8 years old,1k-5k Employees (India),
9849,Vbhc Value Homes,4.5,(42 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,201-500 Employees (India)
9850,Yamaha Motors So...,4.2,(42 Reviews),Faridabad + 8 more,201-500 Employees (India),,
9851,Shiv Nadar Unive...,4.3,(42 Reviews),Private,"Noida,Uttar Pradesh + 6 more",11 years old,501-1k Employees (India)
9852,Experion Technol...,4.0,(42 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 3 more",16 years old,51-200 Employees (India)
9853,Mewar Hospital,4.4,(42 Reviews),Private,"Udaipur,Rajasthan + 10 more",24 years old,501-1k Employees (Global)
9854,Centuary Fibre P...,4.2,(42 Reviews),Private,Hyderabad + 6 more,34 years old,51-200 Employees (India)
9855,Interactive Aven...,4.0,(42 Reviews),Private,Mumbai + 3 more,16 years old,501-1k Employees (India)
9856,Resilinc,3.3,(41 Reviews),Private,Milpitas,12 years old,51-200 Employees (Global)
9857,Avanti Feeds,4.5,(41 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 7 more",29 years old,1k-5k Employees (India)
9858,Web Werks,2.3,(41 Reviews),Private,"Mumbai,Maharashtra + 3 more",26 years old,201-500 Employees (India)
9859,Colan Infotech,4.4,(41 Reviews),Private,"Chennai,Tamil Nadu",13 years old,201-500 Employees (India)
9860,Brookfield Multi...,4.4,(41 Reviews),Mumbai + 5 more,11 years old,,
9861,Solas Marine Ser...,3.4,(41 Reviews),Private,Dubai + 7 more,34 years old,501-1k Employees (Global)
9862,I.C.A.,3.5,(41 Reviews),Private,Kolkata + 17 more,23 years old,11-50 Employees (India)
9863,Gemini Solutions,3.6,(41 Reviews),"Gurgaon/Gurugram,Haryana + 1 more",10 years old,501-1k Employees (India),
9864,Almondz Global S...,4.2,(41 Reviews),Public,New Delhi + 7 more,28 years old,201-500 Employees (India)
9865,Enzene Bioscienc...,4.1,(41 Reviews),Private,"Pune,Maharashtra",16 years old,201-500 Employees (India)
9866,Gokaldas Intimat...,3.7,(41 Reviews),Private,Bengaluru + 8 more,21 years old,201-500 Employees (Global)
9867,Shine,3.8,(41 Reviews),Private,Gurgaon + 14 more,14 years old,1k-5k Employees (Global)
9868,Golkonda Resorts...,4.2,(41 Reviews),Private,"Hyderabad/Secunderabad,Telangana",21 years old,201-500 Employees (India)
9869,Sara Technologie...,4.2,(41 Reviews),Private,"Noida,Uttar Pradesh + 4 more",13 years old,11-50 Employees (Global)
9870,Mukesh & Associa...,3.9,(41 Reviews),Salem + 9 more,36 years old,51-200 Employees (India),
9871,Accentiv' India,3.7,(41 Reviews),Private,Chennai + 4 more,22 years old,51-200 Employees (India)
9872,L&T MHPS Turbine...,3.5,(41 Reviews),Private,Mumbai + 2 more,15 years old,501-1k Employees (India)
9873,Phoenix Group In...,4.0,(41 Reviews),Private,Hyderabad + 4 more,20 years old,51-200 Employees (Global)
9874,SuperSeva Servic...,3.9,(41 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",22 years old,51-200 Employees (India)
9875,Cyril Amarchand ...,3.8,(41 Reviews),LLP,Mumbai + 5 more,105 years old,201-500 Employees (India)
9876,Global Market In...,3.7,(41 Reviews),Private,Selbyville,7 years old,201-500 Employees (India)
9877,SZI Technologies,2.6,(41 Reviews),Private,"Kolkata,West Bengal",12 years old,51-200 Employees (India)
9878,K7 Computing,4.3,(41 Reviews),Private,"Chennai,Tamil Nadu + 6 more",31 years old,51-200 Employees (India)
9879,Mallcom,3.4,(41 Reviews),Public,"Kolkata,West Bengal + 1 more",39 years old,1k-5k Employees (India)
9880,Lotus Hospital,4.4,(41 Reviews),Hyderabad + 9 more,16 years old,51-200 Employees (Global),
9881,Almoayed Group,3.7,(41 Reviews),Private,Manama + 3 more,40 years old,
9882,Gujarat State El...,4.1,(41 Reviews),Private,Vadodara + 7 more,29 years old,501-1k Employees (Global)
9883,Affinity Global ...,3.2,(41 Reviews),Private,Chicago,16 years old,51-200 Employees (India)
9884,Auto Profiles,3.1,(41 Reviews),Public,Jamshedpur + 1 more,32 years old,51-200 Employees (India)
9885,Lotus Valley Int...,3.3,(41 Reviews),Private,"Noida,Uttar Pradesh + 5 more",18 years old,201-500 Employees (Global)
9886,StemCyte India T...,2.7,(41 Reviews),"Covina,California + 8 more",14 years old,51-200 Employees (India),
9887,Almondz Global S...,4.2,(41 Reviews),Public,New Delhi + 7 more,28 years old,201-500 Employees (India)
9888,Enzene Bioscienc...,4.1,(41 Reviews),Private,"Pune,Maharashtra",16 years old,201-500 Employees (India)
9889,Gokaldas Intimat...,3.7,(41 Reviews),Private,Bengaluru + 8 more,21 years old,201-500 Employees (Global)
9890,Golkonda Resorts...,4.2,(41 Reviews),Private,"Hyderabad/Secunderabad,Telangana",21 years old,201-500 Employees (India)
9891,Indian Statistic...,4.2,(41 Reviews),Public,Kolkata + 5 more,91 years old,1k-5k Employees (India)
9892,ETP Internationa...,4.3,(41 Reviews),Private,Singapore + 1 more,34 years old,51-200 Employees (India)
9893,Easun Reyrolle,2.6,(41 Reviews),Public,"Hosur,Tamil Nadu + 3 more",48 years old,201-500 Employees (Global)
9894,ASC Infratech,3.5,(41 Reviews),Noida + 12 more,12 years old,51-200 Employees (India),
9895,Risk Management ...,3.8,(41 Reviews),Private,Newark + 2 more,34 years old,201-500 Employees (India)
9896,OKS Group,3.8,(41 Reviews),Private,Bala Cynwyd + 3 more,37 years old,1k-5k Employees (Global)
9897,Global Analytics,4.2,(41 Reviews),Private,"San Diego,California + 3 more",19 years old,201-500 Employees (India)
9898,Web Werks,2.3,(41 Reviews),Private,"Mumbai,Maharashtra + 3 more",26 years old,201-500 Employees (India)
9899,Arihant Capital ...,3.7,(41 Reviews),Public,"Mumbai,Maharashtra + 10 more",30 years old,51-200 Employees (India)
9900,Intellicon,3.6,(41 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",28 years old,201-500 Employees (India)
9901,Mallcom,3.4,(41 Reviews),Public,"Kolkata,West Bengal + 1 more",39 years old,1k-5k Employees (India)
9902,Amit Enterprises,4.0,(41 Reviews),Private,Pune + 5 more,39 years old,201-500 Employees (Global)
9903,Pritam Internati...,4.1,(41 Reviews),Private,New Delhi + 8 more,22 years old,11-50 Employees (India)
9904,Parekh Group,4.0,(41 Reviews),Private,"Mumbai,Maharashtra + 14 more",71 years old,201-500 Employees (India)
9905,Danfoss Power So...,4.2,(41 Reviews),Nordborg,51-200 Employees (India),,
9906,Proto-D Engineer...,3.6,(41 Reviews),Pune + 4 more,50 years old,51-200 Employees (India),
9907,DP Chocolates,4.1,(41 Reviews),Hyderabad + 1 more,15 years old,51-200 Employees (India),
9908,Lotus Hospital,4.4,(41 Reviews),Hyderabad + 9 more,16 years old,51-200 Employees (Global),
9909,Capricorn Food P...,3.2,(41 Reviews),Private,Chennai + 3 more,24 years old,51-200 Employees (India)
